code,name,subsector,purity,business_one_liner,price,quote_time,market_cap_yi,pe_dynamic_tencent,pb_tencent,revenue_2023_yi,net_profit_2023_yi,operating_cash_flow_2023_yi,roe_2023_pct,debt_asset_2023_pct,revenue_2024_yi,net_profit_2024_yi,operating_cash_flow_2024_yi,roe_2024_pct,debt_asset_2024_pct,revenue_2025_yi,net_profit_2025_yi,operating_cash_flow_2025_yi,roe_2025_pct,debt_asset_2025_pct,revenue_2025Q1_yi,net_profit_2025Q1_yi,operating_cash_flow_2025Q1_yi,roe_2025Q1_pct,debt_asset_2025Q1_pct,revenue_2026Q1_yi,net_profit_2026Q1_yi,operating_cash_flow_2026Q1_yi,roe_2026Q1_pct,debt_asset_2026Q1_pct,ocf_to_net_profit_2025,moat_stars,moat_rationale,valuation_status,roe_status,cash_status,debt_status,moat_status,cninfo_annual_title,cninfo_annual_date,cninfo_annual_detail_url,cninfo_annual_pdf_url,cninfo_annual_error,eastmoney_financial_url,tencent_quote_url,market_cap_crosscheck,source_note,pass_count,near_count,rule_eligible,coarse_score,input_layer1_rows,input_layer1_sha256,decision,decision_reason
600522,中天科技,海上风电-海缆,中,通信、电网与海洋系统多元化,31.39,20260724161447,1071.32,33.55,2.89,450.6523679784,31.1657502783,45.4026199887,9.84,36.732492,480.6054420757,28.3837705778,41.3833545316,8.36,38.592901,524.9985749334,29.0229427549,47.5132924408,8.0,38.106073,97.5583794324,6.2761341573,-11.3624754017,1.77,37.238154,131.4220808722,9.1895376369,-19.486086487,2.43,38.516104,1.6370942409958837,4,海缆、电网与通信一体化制造及工程能力，但主题收入被多元业务稀释,near,fail,pass,pass,pass,江苏中天科技股份有限公司2025年年度报告,2026-04-25,http://www.cninfo.com.cn/new/disclosure/detail?stockCode=600522&announcementId=1225177318&orgId=gssh0600522&announcementTime=2026-04-25,https://static.cninfo.com.cn/finalpage/2026-04-25/1225177318.PDF,,https://emweb.securities.eastmoney.com/PC_HSF10/NewFinanceAnalysis/ZYZBAjaxNew?type=0&code=SH600522,https://qt.gtimg.cn/q=sh600522,一致,财务=东方财富F10(AkShare)并附巨潮2025年报；动态PE/PB=腾讯2026-07-24；市值已由腾讯/东方财富双源核对,3,1,False,9.0,63,0F708D0FC842B223DBB28D5C54AAD96D1D649728EF47CBB877D90CEDCAF8EBAF,淘汰/观察,ROE不足且无明确改善
600089,特变电工,光伏-硅料/综合电气,中,输变电、硅料与新能源电站多元平台,20.39,20260724161440,1030.26,16.7,1.47,982.0643955202,107.0271066239,258.1207625551,18.4135,54.282101,979.0631394533,41.4392486981,129.1358896374,6.4511,56.631485,973.1807703024,59.5429495825,93.3063098881,8.7546,55.600237,233.8284417797,16.001816572,10.5331078167,2.4756,56.781363,249.6128468465,18.1452951469,5.2740526724,2.5539,56.576507,1.5670421190475126,4,输变电制造、硅料规模和能源资源协同，但多元业务使光伏主题利润波动复杂,pass,fail,pass,pass,pass,特变电工股份有限公司2025年年度报告,2026-04-16,http://www.cninfo.com.cn/new/disclosure/detail?stockCode=600089&announcementId=1225105816&orgId=gssh0600089&announcementTime=2026-04-16,https://static.cninfo.com.cn/finalpage/2026-04-16/1225105816.PDF,,https://emweb.securities.eastmoney.com/PC_HSF10/NewFinanceAnalysis/ZYZBAjaxNew?type=0&code=SH600089,https://qt.gtimg.cn/q=sh600089,一致,财务=东方财富F10(AkShare)并附巨潮2025年报；动态PE/PB=腾讯2026-07-24；市值已由腾讯/东方财富双源核对,4,0,False,10.0,63,0F708D0FC842B223DBB28D5C54AAD96D1D649728EF47CBB877D90CEDCAF8EBAF,淘汰/观察,ROE不足且无明确改善
601727,上海电气,核电设备/综合装备,中,电站设备、工业装备与能源工程,6.52,20260724161459,1013.22,78.28,1.85,1147.97077,8.03346,77.61466,1.42,72.843021,1161.86116,7.5248,176.38541,1.42,74.420151,1266.78586,12.06219,105.15888,2.24,75.441323,222.45441,2.92299,-38.70138,0.55,74.010449,243.18665,3.80437,-8.00468,0.69,75.498406,8.718058660989422,4,完整发电设备谱系、核电资质与长期客户关系，但业务庞杂且效率偏低,fail,fail,pass,fail,pass,上海电气2025年年度报告,2026-03-31,http://www.cninfo.com.cn/new/disclosure/detail?stockCode=601727&announcementId=1225052328&orgId=9900005766&announcementTime=2026-03-31,https://static.cninfo.com.cn/finalpage/2026-03-31/1225052328.PDF,,https://emweb.securities.eastmoney.com/PC_HSF10/NewFinanceAnalysis/ZYZBAjaxNew?type=0&code=SH601727,https://qt.gtimg.cn/q=sh601727,一致,财务=东方财富F10(AkShare)并附巨潮2025年报；动态PE/PB=腾讯2026-07-24；市值已由腾讯/东方财富双源核对,2,0,False,6.0,63,0F708D0FC842B223DBB28D5C54AAD96D1D649728EF47CBB877D90CEDCAF8EBAF,淘汰/观察,动态PE偏高；ROE不足且无明确改善；负债率越线
000958,电投产融,核电权益/产融,低,产融平台持有核电权益，非纯核电运营商,5.3,20260724161427,970.78,29.45,1.93,60.7681503389,12.7037307372,0.8982066929,6.72,36.755835,122.3863083576,33.1551289938,65.6118867824,7.2,37.721058,124.6625734559,32.931582483,35.357818315,6.85,60.272208,33.0026328134,11.1402311823,9.9600274129,2.36,37.437469,27.2879920883,11.1730484656,7.9516949977,2.5,60.105764,1.0736750453232085,3,核电股权与央企产融协同具一定资源壁垒，但核电仅为权益且金融业务占比高,near,near,pass,pass_relaxed_utility,pass,2025年年度报告,2026-04-24,http://www.cninfo.com.cn/new/disclosure/detail?stockCode=000958&announcementId=1225172564&orgId=gssz0000958&announcementTime=2026-04-24,https://static.cninfo.com.cn/finalpage/2026-04-24/1225172564.PDF,,https://emweb.securities.eastmoney.com/PC_HSF10/NewFinanceAnalysis/ZYZBAjaxNew?type=0&code=SZ000958,https://qt.gtimg.cn/q=sz000958,一致,财务=东方财富F10(AkShare)并附巨潮2025年报；动态PE/PB=腾讯2026-07-24；市值已由腾讯/东方财富双源核对,3,2,False,9.5,63,0F708D0FC842B223DBB28D5C54AAD96D1D649728EF47CBB877D90CEDCAF8EBAF,淘汰/观察,主题收入纯度低
601012,隆基绿能,光伏-硅片/组件,高,单晶硅片、电池和组件,12.42,20260724161446,941.2,-13.62,1.86,1294.976741922,107.5142555638,81.1736368348,16.2,56.874819,825.8227311872,-85.9210240042,-47.2497893184,-13.07,59.828035,703.4704995042,-64.1955684385,43.5938275577,-11.15,64.428043,136.5247361263,-14.3065367659,-17.4733678235,-2.38,59.800923,111.9155227854,-19.199024184,-24.4862287929,-3.61,66.077751,-0.679078456941515,4,单晶技术、品牌与全球渠道仍在，过剩周期显著削弱成本和定价护城河,fail,fail,fail,fail,pass,2025年年度报告,2026-04-29,http://www.cninfo.com.cn/new/disclosure/detail?stockCode=601012&announcementId=1225251647&orgId=9900022338&announcementTime=2026-04-29,https://static.cninfo.com.cn/finalpage/2026-04-29/1225251647.PDF,,https://emweb.securities.eastmoney.com/PC_HSF10/NewFinanceAnalysis/ZYZBAjaxNew?type=0&code=SH601012,https://qt.gtimg.cn/q=sh601012,一致,财务=东方财富F10(AkShare)并附巨潮2025年报；动态PE/PB=腾讯2026-07-24；市值已由腾讯/东方财富双源核对,1,0,False,5.0,63,0F708D0FC842B223DBB28D5C54AAD96D1D649728EF47CBB877D90CEDCAF8EBAF,淘汰/观察,亏损/动态PE无意义；ROE不足且无明确改善；经营现金流/净利不达70%或仍亏损；负债率越线
600875,东方电气,风电整机/核电设备,中,发电装备综合平台，覆盖风电与核电,25.58,20260724161444,884.65,20.75,1.96,606.7661339582,35.5039357632,-34.9587622259,9.82,65.964471,696.9513572347,29.2210090848,100.5949140832,7.71,69.620121,786.1527743983,38.3130122213,20.1432091285,9.0,70.389738,165.4808113237,11.5382368696,-32.9286765462,2.93,70.141249,174.6992807952,15.854589643,-26.9809466853,3.44,69.467856,0.5257537311906122,5,核电与大型发电装备资质、全套设备能力和存量服务记录构成高准入壁垒,pass,fail,near,fail,pass,2025年年度报告,2026-04-01,http://www.cninfo.com.cn/new/disclosure/detail?stockCode=600875&announcementId=1225068291&orgId=gssh0600875&announcementTime=2026-04-01,https://static.cninfo.com.cn/finalpage/2026-04-01/1225068291.PDF,,https://emweb.securities.eastmoney.com/PC_HSF10/NewFinanceAnalysis/ZYZBAjaxNew?type=0&code=SH600875,https://qt.gtimg.cn/q=sh600875,一致,财务=东方财富F10(AkShare)并附巨潮2025年报；动态PE/PB=腾讯2026-07-24；市值已由腾讯/东方财富双源核对,2,1,False,7.5,63,0F708D0FC842B223DBB28D5C54AAD96D1D649728EF47CBB877D90CEDCAF8EBAF,淘汰/观察,ROE不足且无明确改善；负债率越线
600795,国电电力,风光发电/综合电力,低,大型综合电力平台，新能源占比提升,4.93,20260724161452,879.3,13.03,1.5,1809.9887816894,56.08589563,425.837987111,11.834,73.918562,1791.8200741253,98.3101573047,556.3960799349,18.598,73.404516,1702.439941337,71.6141906253,536.6823903225,12.283,73.447387,398.1275375794,18.105958744,140.2579101623,3.178,73.04851,391.6872795799,13.9798708769,88.5364870423,2.32,73.009755,7.49407883600237,4,大型电源组合、低成本融资和区域调度地位，但新能源主题纯度低,pass,pass_relaxed_heavy_asset,pass,fail,pass,国电电力2025年年度报告,2026-04-15,http://www.cninfo.com.cn/new/disclosure/detail?stockCode=600795&announcementId=1225103091&orgId=gssh0600795&announcementTime=2026-04-15,https://static.cninfo.com.cn/finalpage/2026-04-15/1225103091.PDF,,https://emweb.securities.eastmoney.com/PC_HSF10/NewFinanceAnalysis/ZYZBAjaxNew?type=0&code=SH600795,https://qt.gtimg.cn/q=sh600795,一致,财务=东方财富F10(AkShare)并附巨潮2025年报；动态PE/PB=腾讯2026-07-24；市值已由腾讯/东方财富双源核对,4,0,False,10.0,63,0F708D0FC842B223DBB28D5C54AAD96D1D649728EF47CBB877D90CEDCAF8EBAF,淘汰/观察,负债率越线；主题收入纯度低
002080,中材科技,风电-叶片,中,玻纤、风电叶片与锂电隔膜,47.22,20260724161457,792.41,40.36,4.02,258.9263428505,22.2331045487,48.2230480674,12.06,53.354948,239.8384999977,8.9186721426,36.0009610509,4.82,55.337556,301.9548769229,18.1777677661,54.0182674024,9.49,56.79095,55.0559885729,3.6209843895,-2.8831413537,1.94,55.488334,68.5434936681,5.0747248306,-20.1442989768,2.51,56.324509,2.971666713838181,4,玻纤和风电叶片规模、材料研发与客户认证壁垒，业务多元,fail,fail,pass,pass,pass,2025年年度报告,2026-03-20,http://www.cninfo.com.cn/new/disclosure/detail?stockCode=002080&announcementId=1225018612&orgId=9900001282&announcementTime=2026-03-20,https://static.cninfo.com.cn/finalpage/2026-03-20/1225018612.PDF,,https://emweb.securities.eastmoney.com/PC_HSF10/NewFinanceAnalysis/ZYZBAjaxNew?type=0&code=SZ002080,https://qt.gtimg.cn/q=sz002080,一致,财务=东方财富F10(AkShare)并附巨潮2025年报；动态PE/PB=腾讯2026-07-24；市值已由腾讯/东方财富双源核对,3,0,False,8.0,63,0F708D0FC842B223DBB28D5C54AAD96D1D649728EF47CBB877D90CEDCAF8EBAF,淘汰/观察,动态PE偏高；ROE不足且无明确改善
002202,金风科技,风电-整机,高,风机制造、服务与风电场开发,17.62,20260724161436,744.23,23.9,1.87,504.5718914774,13.3099796311,18.5404118475,3.45,71.964858,566.9916279054,18.6044616308,23.1584580047,4.91,73.955698,730.2347773727,27.7435666348,35.4347854046,7.08,71.6624,94.7210395162,5.6824613026,-16.3646059149,1.48,73.05021,154.8491056773,9.0719165385,-15.4662693377,2.23,71.100396,1.2772253067185875,5,CWEA 2025整机和海风新增装机领先，存量机队、服务网络和直驱技术形成壁垒,pass,fail,pass,fail,pass,2025年年度报告,2026-03-28,http://www.cninfo.com.cn/new/disclosure/detail?stockCode=002202&announcementId=1225043613&orgId=9900003947&announcementTime=2026-03-28,https://static.cninfo.com.cn/finalpage/2026-03-28/1225043613.PDF,,https://emweb.securities.eastmoney.com/PC_HSF10/NewFinanceAnalysis/ZYZBAjaxNew?type=0&code=SZ002202,https://qt.gtimg.cn/q=sz002202,一致,财务=东方财富F10(AkShare)并附巨潮2025年报；动态PE/PB=腾讯2026-07-24；市值已由腾讯/东方财富双源核对,3,0,False,9.5,63,0F708D0FC842B223DBB28D5C54AAD96D1D649728EF47CBB877D90CEDCAF8EBAF,淘汰/观察,ROE不足且无明确改善；负债率越线
601877,正泰电器,光伏发电/低压电器,中,低压电器与户用分布式光伏,24.45,20260724161451,525.42,11.41,1.19,572.5081431246,36.8613825834,41.4035600061,9.76,61.502818,645.1938698841,38.742930188,152.0198766212,9.53,63.277675,591.4484790843,45.0140707008,230.9021925731,10.35,66.132007,145.5884730584,11.6329391827,24.1752108746,2.73,64.208693,213.0338803498,12.6703982502,41.1946756248,2.82,63.974147,5.129555913924406,4,低压电器渠道与户用光伏开发网络形成客户触达和规模优势，双主业稀释纯度,pass,pass_relaxed_heavy_asset,pass,pass_relaxed_utility,pass,正泰电器2025年年度报告,2026-04-16,http://www.cninfo.com.cn/new/disclosure/detail?stockCode=601877&announcementId=1225105296&orgId=9900010254&announcementTime=2026-04-16,https://static.cninfo.com.cn/finalpage/2026-04-16/1225105296.PDF,,https://emweb.securities.eastmoney.com/PC_HSF10/NewFinanceAnalysis/ZYZBAjaxNew?type=0&code=SH601877,https://qt.gtimg.cn/q=sh601877,一致,财务=东方财富F10(AkShare)并附巨潮2025年报；动态PE/PB=腾讯2026-07-24；市值已由腾讯/东方财富双源核对,5,0,True,12.0,63,0F708D0FC842B223DBB28D5C54AAD96D1D649728EF47CBB877D90CEDCAF8EBAF,保留,五项达标，进入第三层精细分析
